A	B	C
0.105486374640281	-0.617261660771144	0.279409614397877
0.504515869573855	-0.0544240752065114	0.451299166974147
1.26740776516941	-0.0650933281026805	0.287877133048759
0.437093514940508	1.72003399001477	1.36271887699584
1.09906399267866	1.50999395782778	1.42436044346814
0.0232590532226515	-1.31639988118913	-0.559467564275786
-0.0870018512300252	1.10678487288116	1.00469837484378
-0.305086447961144	-0.509884389815611	-0.021749334286626
-0.00941935288391904	0.208147193390747	-0.232350533939035
0.892978421871464	1.04930854581379	1.4792702530652
0.791505296054001	-0.151162864833402	1.24469913451611
0.307348285667637	-0.589618286564183	-0.220408769309607
1.09743904277384	-0.0611838158466936	0.705855018895824
-0.311699777285289	-1.06559411981182	0.12082133578197
0.937431790016153	0.911639452584453	0.96704212889118
1.49105196015732	1.06875415178	1.119574354136
0.313365466557716	-0.314911060841037	-0.117352517508119
-0.374823862679487	-0.255176378820381	-0.441635739270249
0.537676832857035	-0.736299536136117	-0.428784940128997
1.92241745536657	2.33949657501217	1.36895081818184
0.435344684888191	0.72240791231167	0.233846435779854
0.359217861736936	0.716761864594002	0.172897978167276
-1.79430215362621	-1.79858762802515	-1.23406251128252
0.380806303664862	-0.0849119250922816	-0.347246100330254
0.150787777751625	0.878897249510428	0.622352529239233
-0.189753176760294	0.0658484821974216	0.510779959481181
1.09209851567828	1.10164324896001	-0.0216439460610558
-0.555563883011681	-0.235829527103232	-0.272514138811412
-1.65955028875578	-1.06988280297801	-1.68818711546109
1.00142639685685	0.500034128269628	-0.421196314998397
-0.126065948936211	0.232730299230001	0.447028591650174
-1.73953721114527	-1.11903165053474	-1.50639456433021
-0.485663876787142	0.488480305263873	0.576659128679413
1.09776323468892	1.42441018052883	1.16882602703785
-0.959938146782886	-1.19025327400083	-1.23394924738541
1.40773759226892	2.56351735133821	1.32614854957854
1.74919377463315	1.89595775404344	2.29757393075215
-0.20381309566246	1.33377305768661	0.324449221633533
-0.104988797228907	-1.05585865324578	0.681034368279027
-0.974164212506453	-1.08895355933516	-1.07144838756933
-0.742340515010155	-1.02986477169203	-0.63509616324589
-1.83864592346183	0.691486934159899	-0.627905063088093
0.537034133876057	-0.551646484019561	-0.47397008362659
-0.13166410748974	-0.428296198428348	-0.815895393834594
2.33131405965943	2.17741837172988	2.55143130102637
-0.706650503768561	-0.356168475970255	-0.812703858122135
-1.48005566370253	0.0156840835768813	-0.830839213318824
-0.376118095687589	-1.18172955424087	-0.928910448024531
-0.406701538444827	-0.32130714469185	-1.28785974191415
0.234431967362957	-0.830915708915844	0.413626042878213
-2.34631430526492	-0.255073305264112	-1.66366901319786
0.290886919497583	1.01318173476007	1.66973731775955
-0.679231951504567	-1.90272669931967	-1.54865639556991
-0.778425333589185	1.59455232370823	0.861349924158973
1.87860382509067	2.26275610136573	1.68008774165098
-0.138491750209945	0.104248673107532	-0.448602738961964
-1.38468049199611	0.422215724473798	0.43684224676896
-0.0431819264222668	-0.214800896130226	0.806325324948788
0.714582233497796	0.673769388460997	0.866567674630192
0.893352730289775	1.29798177709707	1.4472662346556
-1.56443981539953	-0.330107512792742	-0.891485202407301
0.93538891717105	0.117375099067243	1.35488018244234
0.632832860913701	1.88414420118603	1.19051423353114
1.61454278951218	1.27241139063614	1.26186572198167
-2.25160253169227	-1.61744490093449	-2.26937213903318
0.924906887986772	-0.352190645267101	0.362223684791486
0.743837809704292	-0.660121217831106	0.721803075920863
-1.21695986385141	0.0571696441864405	0.342837994308556
-0.686355893239441	-0.746668307181368	-0.913553602971363
1.59984023993596	1.47722055720539	0.935484236409978
-1.81326209710624	0.242020020911485	-0.485758181477394
-0.347852633074841	-0.818298483352453	-0.854085367018783
0.161391388338186	-0.801254047444358	-0.349398577706932
0.384584885675678	-0.514975034735308	-0.787536263950434
