A	B	C
1.47611337627612	-0.882191762791465	3.02010162715689
0.464259915720448	1.39114650301508	0.131129325527043
-1.61100399953854	0.231672635995794	-0.558954364182464
0.552221066373087	0.101433989333609	0.121336001743157
0.155195511973651	1.65376505288563	-1.63069661706666
1.619719028002	-0.118444498511547	1.24754294725912
-1.29962125951366	-0.369803663917397	0.291288173441318
1.38957406148903	1.76481363512333	-0.951252540016297
-1.51195417635711	-0.899884113266386	-0.518230992244301
0.0390713667939694	-0.738035832479293	0.0811248982360024
-0.366124637628437	0.297466652964767	-0.853639766772878
0.616611119038741	-1.25700187935737	-0.451947842984798
0.610880179995975	0.00815086050312165	1.18437536633446
-0.541145689742254	0.104794754075958	0.349804371904214
-0.50244598062215	-0.654449896458748	0.518087683274907
0.432958774498084	-0.925782717077979	0.708822800118163
1.6800791242571	0.848381836027986	2.39623294215893
-1.58986816389391	0.0512597635512853	0.32909580424784
-1.28424633769802	-1.20079167105399	-1.46966734392081
1.80015653848166	-0.0478591417066834	0.94343913094289
-0.417630856646258	-1.69475416884688	0.184313354418638
-0.724907501561164	-0.102754671117461	1.21648438639908
1.96533558088515	1.6973131813484	0.426780823589812
-0.633236966120125	0.934127768552957	-2.03908030306985
-1.5014560109248	0.0140072601084299	-0.899079977756736
1.76077839420937	0.209860468498987	0.186051922790768
0.458497290928657	0.192885664847332	-0.900948438026784
0.390224558787207	0.695387006243836	0.290412692784513
0.913393722828615	-1.13477043520941	3.11862854401568
-0.617252849694524	0.533129162154946	-1.30442660378881
1.27624845060933	1.26841171229214	1.07874121486928
-1.26697907046869	0.0341341179860425	-0.680973450848325
-1.89974936304767	-1.98202998907497	0.540493200379183
0.236017312865892	-1.25979490715762	-0.523393405342664
1.00892344645637	-0.217381992498688	-0.313178598209015
-0.534374240510037	-0.122149152168768	-0.372583325390207
0.326227834005765	0.979326912071356	0.574016397096621
-0.572785764621227	0.444833947314025	-0.878856527875618
-0.287028211000669	0.486796510157677	-0.685058302634867
-0.793737447433757	-0.716726336780245	0.0807820137792327
-0.161472549558529	-2.53033381108158	0.524699954227444
1.02955104761028	0.140507203675796	-0.132959377336084
0.565549451935143	0.304300465523099	-0.911827518844268
-0.434328415641636	-1.63228428722283	-0.576732878910141
-0.0530632316787732	0.752176007515418	-1.98472008964062
2.51588104724041	0.444386837687324	0.679438258533212
1.15683545102096	1.15867469763234	1.02454399017827
-1.41394749351201	-1.11639287678607	-1.65363874685971
1.63152355628915	1.52646822490152	-1.11972191140056
0.274079930082981	-0.0446924221961867	-1.23904659272393
0.177722690545818	0.929620936231643	-0.662959001894374
0.0965591746931513	-0.419346061316806	0.622398393296619
-0.724754784644901	0.120288866597425	0.275018852705318
1.31462710262701	1.20219832591177	-0.150508116872256
0.792800585461847	0.637845191380924	-0.298868922126757
1.7410648453492	1.39577087873761	0.017703309783533
-0.103968198037347	-0.946164227159079	0.464455315509244
-1.53679057288621	-0.668641147596921	-0.389327292303843
0.449096349002228	-0.0844738556722402	-0.662115574104457
-0.888017744020911	1.14457083794155	-1.22931116789357
1.17400210405126	1.42260450884959	-0.0446585397650185
1.1222799602207	0.29352042699579	1.02124692104054
0.515909337851687	-0.0789013077742088	-1.36138566119586
-0.525934912788833	0.150573560776768	1.39282633710903
-1.53731010954468	-0.659960173239739	0.718792793243349
-0.895086760581207	-1.35012622255265	0.0944509201581265
0.138406137557013	-0.136347905348238	-1.64592874664812
1.65582488103497	0.780546869246481	-0.415505742352877
0.775522652185802	0.0732193306690738	1.45450117245829
