outcome baseline A B
-1.42162175601571 1 -0.288798805681332 0.618271619563828
0.626490114269199 1 -0.248314942617136 0.957468187122793
0.114617887024882 1 2.16033490329585 0.408434106803468
-0.406835958501154 1 -0.245787657601649 0.439140252030865
-1.0027699042975 1 1.48837280576755 0.0732389359762368
-0.186692597430725 1 0.754818579096262 0.471184145838824
1.93995373720289 1 1.71456891363995 0.133485373595214
-1.63028320834766 1 0.441624756743495 -0.830041627581666
-1.79919090794499 1 -0.349698357027843 -0.997232903731219
0.599698561001648 1 2.02751721069799 -1.30744371561795
-1.00741588988391 1 -1.39304488171624 -0.373050819791603
0.202276146453764 1 -0.936383904173911 -0.490559612267584
2.29449120945664 1 0.460767485571379 -0.187784326063139
0.258649488170732 1 -0.6449448067289 -1.13947001996011
0.731906714247462 1 -1.05399864704258 0.622208981044551
0.242855690129468 1 -0.768775022158921 -0.216118335553057
-0.789558037300213 1 -0.0888181004671544 -0.122441884648019
0.460738895039541 1 0.0154848953189006 -1.4079081600228
1.66053233275947 1 -0.315969906101985 0.226828928563509
0.595311321266046 1 0.0900843867022411 0.556880121094435
1.94880813998663 1 0.790384729715138 -0.547402697965139
0.626064411874734 1 -0.294844358470232 -0.202922177821457
0.0654710002096239 1 -1.34928971714037 -0.11172310461966
1.35080585624709 1 -1.60036249464171 2.2090261560926
-0.590709086322255 1 -0.430183330706052 -0.0263009491868379
-1.05507234012534 1 -0.2371160431484 -1.71874803659327
1.13283210831009 1 0.511685762617954 1.39303926131055
1.05271591956052 1 0.312966339043781 0.249266226606386
-1.68995593120202 1 -0.627838344065811 0.071021707648261
1.99208407252492 1 -0.000829097181781428 1.38992019829663
-0.848366938744819 1 -0.475292579861312 -1.06846233964346
-0.936515262471764 1 0.275466415404951 -0.276122300998376
-0.604064858399798 1 -0.221977558895354 0.562827297268264
-1.94093193396791 1 -0.878910017878122 -1.20267431379832
2.06623741163216 1 0.505586798732917 1.50290522257895
-1.07847604028871 1 0.887079476864441 -0.777886529623901
-0.146881941859146 1 -0.822617934546357 -0.353890159046534
-2.49676577707722 1 -1.20523008343241 -0.170996089588938
0.308429814637679 1 1.2446832590088 0.934338147051085
-0.107425790803182 1 0.256519204641846 0.590073977644191
1.27666447537676 1 0.189189433484419 3.11357799864506
-0.146220240794272 1 1.07148342655468 1.14909639533986
0.688183433873873 1 0.485037205593447 -0.68884297667432
-0.556410196130631 1 -0.577789502429919 -1.17323840797005
0.0445990374875911 1 -1.21835239295073 -0.353223147049383
-0.622844278523371 1 -0.234038266052177 -0.300992323963895
1.31661918447573 1 0.599523673363077 -0.921044332385907
1.49953760347482 1 0.206419219933323 -0.0202285223996643
-1.06729711533218 1 0.0851412594804759 -0.707345315854871
-0.297258357006807 1 1.3759176174483 1.21953503356965
-1.73949023414553 1 -0.901855068847191 -0.811517040914108
-1.28463057815745 1 -0.0484922015352596 -0.0256146483148215
0.908540358980471 1 -1.10567048732334 0.916255997224379
0.0220979292371116 1 -1.23034941875307 0.920800881118808
-1.65497723680214 1 -2.28217993996662 0.29649784051516
-1.13908671172882 1 -1.7436363530253 -0.965439397097672
0.0571115849223535 1 0.305257318365415 0.422459698324994
-0.349818563650206 1 -0.358243215116364 -0.033465284898178
-0.290432050555215 1 -1.14910175376035 -0.248899448549135
-0.782364603669128 1 0.336270060093082 1.22119680638631
-0.972619774374812 1 0.552285127809787 0.45859900575909
0.588752436327055 1 -0.361145065050286 0.313737417799873
0.0196938889755206 1 1.44664225632666 0.297417285306792
1.17389126808971 1 0.619648642368428 -0.569631008040503
-3.46689327853313 1 -2.07216963812668 0.53314594733213
-0.558098174457828 1 -1.41951005300124 -0.195210087509624
-0.316543489164917 1 0.751557190043852 -1.90745009430748
-0.159267963994279 1 0.39676894037157 1.34809961920439
0.290572428997431 1 -0.300597487283495 0.108012124919257
0.544911249415332 1 -0.178141750848227 -0.255426729087696
0.653267809022872 1 -0.664598785356878 1.63003834374393
0.806394498894085 1 -0.164540075106803 0.279509708803834
-0.826178325505933 1 -0.308971895281651 -0.298226573799093
0.00059230586801795 1 0.213162219053107 1.05912038015291
0.543325621998775 1 0.20373589121022 -1.5948955164655
1.4488807732179 1 0.0696276163898505 1.3061299502643
1.96049408542995 1 0.921804358238754 -1.14379417800595
1.01286595226235 1 -0.257769844598449 -0.507922196500274
-0.677254539232384 1 -0.924872383623681 -0.655871348522662
1.06752878943236 1 0.30715086477086 -0.34241622550504
-1.57618601443263 1 -1.89990563038148 -0.514655022855665
-0.535364265665885 1 -0.248923238053774 0.126325347455126
-1.43937775089123 1 0.0845446307179036 0.661948421203388
-0.773695681024599 1 -0.417994128878038 0.33715452739158
-1.96147064855676 1 -2.06893781910649 -1.35706165422338
-0.118467670662825 1 1.36438322089814 -0.45233402426847
